GameKey,Date,SeasonType,Season,Week,Team,Opponent,HomeOrAway,Score,OpponentScore,TotalScore,Stadium,PlayingSurface,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,IsGameOver,TeamName,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TeamGameID,TwoPointConversionReturns,OpponentTwoPointConversionReturns,TeamID,OpponentID,Day,DateTime,GlobalGameID,GlobalTeamID,GlobalOpponentID,ScoreID
201910735,2019-10-20T13:00:00,1,2019,7,SF,WAS,AWAY,8,0,9,FedEx Field,Grass,51,92,9,36,-9.2,0,0,3,6,0,30,22,33:24:00,16,6,7,2,57,261,3.9,0,36,126,3,0,19,11,135,0,1,6,11.2,52.6,54.2,15,6,40.4,2,1,46.1,3,0,0,0,37,2,18,0,0,2,4,3,8,0,2,87,43.3,1,1,0,0,0,0,0,0,24,33,26:36:00,9,4,3,1,38,142,3.2,0,24,96,3.4,0,11,8,46,0,0,3.6,4.8,69.2,75.5,8,3,30.7,1,0,0,1,0,0,0,30,6,43,1,1,3,25,3,4,0,3,183,45.6,1,1,0,0,0,-1,3,1,31.9,18.4,8.7,0,0,1,-4,-1,11.8,16,18.4,3,2,1,0,0,0,0,0,0,0,0,0,3,3,0,2,28,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,58,1,30,35,13,3,25,0,1,1,9,0,0,0,0,16,0,0,0,0,0,0,0,47,16,2,4,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,TRUE,49ers,Sunday,21,14,993001368,0,0,31,35,2019-10-20T00:00:00,2019-10-20T13:00:00,17083,31,35,17083
201910734,2019-10-20T16:05:00,1,2019,7,TEN,LAC,HOME,21,18,43,Nissan Stadium,Grass,55,48,6,39.2,-2.8,3,7,0,13,0,30,14,32:15:00,20,4,16,0,56,372,5.6,3,27,89,2.8,1,28,22,282,2,1,8.7,11.8,73.8,108.3,10,5,50.2,2,1,46.1,3,3,0,0,13,6,50,0,0,2,16,4,4,0,2,77,38.7,1,1,0,3,7,0,10,0,25,41,27:45:00,22,2,18,3,55,337,5.2,2,19,36,1.6,0,35,22,301,2,0,7.3,12.5,58.3,99.6,10,5,50.2,1,0,0,3,1,0,0,3,3,27,1,1,1,3,4,5,0,2,86,42.9,1,1,0,92.2,0,0,-1,-1,21.9,11.8,6.2,30.7,0,0,1,1,19.1,14.4,2.2,4,3,3,0,0,3,2,0,0,0,0,0,1,1,0,1,13,3,64,0,0,4,3,2,0,0,2,2,0,0,0,0,0,2,2,0,0,0,1,7,1,3,36,21,1,3,4,2,1,0,0,0,0,0,13,0,22,0,0,0,0,0,45,23,2,16,3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,TRUE,Titans,Sunday,30,36,993001371,0,0,34,29,2019-10-20T00:00:00,2019-10-20T16:05:00,17084,34,29,17084
201910735,2019-10-20T13:00:00,1,2019,7,WAS,SF,HOME,0,8,9,FedEx Field,Grass,51,92,9,36,8.5,0,0,0,0,0,24,33,26:36:00,9,4,3,1,38,142,3.2,0,24,96,3.4,0,11,8,46,0,0,3.6,4.8,69.2,75.5,8,3,30.7,1,0,0,1,0,0,0,30,6,43,1,1,3,25,3,4,0,3,183,45.6,1,1,0,0,0,3,6,0,30,22,33:24:00,16,6,7,2,57,261,3.9,0,36,126,3,0,19,11,135,0,1,6,11.2,52.6,54.2,15,6,40.4,2,1,46.1,3,0,0,0,37,2,18,0,0,2,4,3,8,0,2,87,43.3,1,1,0,0,0,1,-4,-1,11.8,16,20,0,0,-1,3,1,31.9,18.4,7.4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,58,1,30,3,2,1,0,0,0,0,0,0,0,0,0,3,3,0,2,28,0,0,0,0,47,16,2,4,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,35,13,3,25,0,1,1,9,0,0,0,0,16,0,0,0,0,0,0,0,TRUE,Football Team,Sunday,14,21,993001369,0,0,35,31,2019-10-20T00:00:00,2019-10-20T13:00:00,17083,35,31,17083
201910822,2019-10-27T13:00:00,1,2019,8,ARI,NO,AWAY,7,27,40,Mercedes-Benz Superdome,Artificial,62,54,5,42.7,11,3,3,3,0,0,19,1,22:01,8,2,6,0,43,209,3.7,0,9,35,2.8,0,30,17,174,0,0,4.5,8.1,49.2,64.1,11,2,14.7,2,0,0,2,0,0,0,6,4,31,0,0,3,20,3,3,0,4,210,41.9,0,1,1,0,10,7,14,0,33,52,37:59:00,25,6,18,0,63,449,5.5,3,26,121,3.6,1,38,30,329,2,1,6.8,8.5,69.7,102.5,11,5,51.4,0,0,0,5,3,0,0,15,2,13,0,0,0,0,2,3,0,2,78,38.8,1,0,-1,0,0,1,0,-4,12.2,7.2,10.5,58.8,0,-1,0,3,32.1,6.1,0,3,3,3,0,0,0,0,0,0,0,0,0,2,2,0,1,6,1,34,1,0,5,5,4,0,0,3,3,0,0,0,0,0,2,1,0,2,15,0,0,0,0,43,19,0,0,2,0,0,0,0,0,0,0,6,0,34,0,0,0,0,0,27,6,2,11,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,TRUE,Cardinals,Sunday,33,38,993001396,0,0,1,22,2019-10-27T00:00:00,2019-10-27T13:00:00,17096,1,22,17096
201910802,2019-10-27T13:00:00,1,2019,8,ATL,SEA,HOME,18,24,47,Mercedes-Benz Stadium,Artificial,61,43,8,44,5.8,0,0,11,9,0,26,41,30:47:00,26,3,21,2,63,449,5.6,2,15,61,3.2,1,46,34,389,1,1,6.6,8.8,66.1,86.6,7,2,29.3,1,1,88.1,2,1,0,0,6,4,35,2,2,2,17,3,2,0,1,32,31.7,2,0,-3,3,21,0,3,0,26,11,29:13:00,16,7,7,0,48,284,4.6,2,29,133,3.6,1,18,12,151,2,0,6.7,10.7,61.7,114,7,2,29.3,0,0,0,2,2,0,0,6,7,53,0,0,2,9,5,5,0,3,175,43.9,0,2,2,29.3,0,-3,-4,0,7.1,16,3.7,88.1,0,2,3,0,36.3,11.5,7.1,4,3,2,0,0,0,0,0,3,1,0,0,3,2,0,2,6,1,19,0,0,5,5,4,0,0,2,2,0,0,0,0,0,2,2,0,0,0,1,19,1,1,32,21,2,9,2,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,41,23,2,15,2,2,2,5,0,0,0,0,0,0,19,0,0,0,0,0,TRUE,Falcons,Sunday,48,19,993001389,0,0,2,30,2019-10-27T00:00:00,2019-10-27T13:00:00,17090,2,30,17090
201910804,2019-10-27T13:00:00,1,2019,8,BUF,PHI,HOME,11,27,44,New Era Field,Artificial,49,88,17,34.8,-0.9,0,7,6,0,0,21,2,24:03:00,14,4,7,2,51,223,3.4,2,18,86,3.8,0,30,14,137,2,0,3.6,7.5,41.5,70.4,13,5,35.2,2,0,0,1,1,0,0,0,6,50,1,1,3,12,4,8,0,5,226,37.7,1,1,0,3,8,13,7,0,31,50,35:57:00,19,8,8,1,60,327,4.3,3,36,192,4.1,2,21,15,135,1,0,5,7,62.4,89.5,13,6,47,2,0,0,3,2,0,0,5,3,39,1,1,2,17,9,5,0,3,162,40.5,1,1,0,88.1,0,-5,3,-1,21.5,16.3,10.5,66.1,0,5,-4,1,26.4,25.5,8.6,2,2,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,2,44,0,0,5,4,3,0,0,2,2,0,0,0,1,1,1,1,0,1,5,2,35,0,0,45,22,2,17,3,2,1,0,0,0,0,0,0,0,28,0,0,0,0,0,32,8,3,12,2,2,1,0,0,0,0,0,5,0,21,0,0,0,0,0,TRUE,Bills,Sunday,33,24,993001393,0,0,4,26,2019-10-27T00:00:00,2019-10-27T13:00:00,17091,4,26,17091
201910831,2019-10-27T16:05:00,1,2019,8,CAR,SF,AWAY,11,45,64,Levi's Stadium,Grass,56,43,9,35.7,3.1,3,0,10,0,0,23,52,26:59:00,11,3,6,0,56,203,2.9,1,17,115,5.3,1,33,17,88,0,2,2.1,4.1,45.3,20.8,11,2,13.6,2,0,0,0,0,0,0,1,7,62,0,0,5,51,3,6,1,5,276,39.4,2,1,-2,14,13,14,10,0,29,1,33:01:00,21,8,11,2,56,342,4.8,5,33,204,4.7,4,19,16,137,2,1,5.5,6.8,72.1,94.8,8,4,44,0,0,0,4,3,0,0,105,3,27,0,0,2,17,7,7,0,2,107,35.5,1,2,2,0,0,-4,-1,-4,18.6,14.1,15.9,70.5,0,4,1,3,41.8,18.1,10.6,2,2,2,0,0,0,0,0,0,0,1,1,1,1,0,1,0,5,130,1,1,8,5,2,0,0,5,5,0,1,0,0,0,1,1,0,5,43,0,0,2,62,47,12,2,17,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,43,7,5,51,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,TRUE,Panthers,Sunday,39,22,993001400,0,0,5,31,2019-10-27T00:00:00,2019-10-27T16:05:00,17099,5,31,17099
201910806,2019-10-27T13:00:00,1,2019,8,CHI,LAC,HOME,14,15,33,Soldier Field,Grass,50,41,7,36.1,-3.1,0,9,7,0,0,33,0,38:00:00,23,11,7,4,68,342,3.9,1,33,143,3.3,1,31,20,199,0,1,5,7.6,57.9,63.3,12,4,31.5,1,1,88.1,4,1,0,0,70,4,37,1,1,3,24,5,2,0,2,108,36.1,2,1,-1,0,7,3,7,0,19,0,22:00,9,2,6,1,37,204,4.3,2,11,32,2.3,1,26,17,172,1,1,5.2,8,57.7,72.1,8,2,17.6,0,0,0,3,2,0,0,34,6,47,0,0,1,5,3,5,0,4,237,47.4,1,2,1,17.6,0,2,-4,-3,14.7,17.6,10.3,44,0,-2,3,2,13.9,8,2.6,3,3,2,0,0,1,1,0,0,0,0,0,4,2,0,4,44,3,96,1,26,3,2,0,0,0,2,2,0,0,0,0,0,2,1,0,1,0,1,18,1,33,25,11,1,5,3,0,0,0,0,0,0,0,21,0,26,0,0,0,0,0,59,6,2,11,6,0,1,2,0,0,0,0,0,0,18,0,0,0,0,0,TRUE,Bears,Sunday,34,26,993001387,0,0,6,29,2019-10-27T00:00:00,2019-10-27T13:00:00,17092,6,29,17092
201910832,2019-10-27T13:00:00,1,2019,8,CIN,LAR,AWAY,8,21,34,Wembley Stadium,Grass,37,28,4,42.3,11,0,10,0,0,0,28,38,32:43:00,21,4,13,3,70,353,4,1,19,92,3.6,0,46,28,262,1,0,4.4,7.2,54.2,73.6,16,5,29.3,5,3,58.8,3,1,0,0,0,5,35,0,0,4,28,2,1,0,4,183,36.6,0,0,0,3,14,7,0,0,24,15,27:17:00,17,5,11,0,50,414,6.4,2,23,86,2.9,1,27,15,328,2,0,10.6,19.3,48.3,105.1,11,5,47.4,0,0,0,2,1,0,0,0,7,52,0,0,0,0,5,6,0,4,196,39.1,0,0,0,22,0,-4,-6,-4,2.9,7.5,8.8,44,0,3,5,4,32.1,10.8,0,2,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,4,4,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,12,0,0,33,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,11,4,28,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,TRUE,Bengals,Sunday,50,27,993001394,0,0,7,32,2019-10-27T00:00:00,2019-10-27T13:00:00,17095,7,32,17095
201910821,2019-10-27T16:25:00,1,2019,8,CLE,NE,AWAY,11,24,40,Gillette Stadium,Artificial,47,40,11,37.9,7.4,0,7,3,3,0,24,40,27:45:00,13,4,7,1,51,273,4.1,1,19,140,5.6,0,27,18,133,1,1,3.8,5.9,56.8,64.7,11,2,22,1,0,0,1,0,0,0,2,11,75,2,2,4,38,3,6,0,3,157,39.2,2,0,-3,17,0,7,3,0,28,13,32:15:00,17,4,9,2,58,280,3.7,2,24,70,2.3,0,32,18,211,2,0,5.1,10.6,49,83.3,14,4,27.5,2,2,88.1,5,2,0,0,34,3,28,0,0,2,18,5,5,0,4,200,40,0,2,2,0,0,-3,2,-2,26.1,8,13.9,29.3,0,2,-2,2,24.1,17.1,6,3,2,1,0,0,1,1,0,0,0,0,0,2,2,0,2,2,2,41,0,0,5,3,2,0,0,2,2,0,0,0,0,0,3,2,1,1,6,2,37,1,4,47,16,2,18,2,0,0,0,0,0,1,0,2,0,23,0,0,0,0,0,41,16,4,38,2,1,2,23,1,0,0,0,6,0,21,0,0,0,0,0,TRUE,Browns,Sunday,32,34,993001404,0,0,8,21,2019-10-27T00:00:00,2019-10-27T16:25:00,17101,8,21,17101
201910814,2019-10-27T13:00:00,1,2019,8,DEN,IND,AWAY,11,13,28,Lucas Oil Stadium,Artificial,55,42,5,37,4.3,0,6,7,0,0,26,39,30:44:00,19,5,6,5,56,246,3.4,1,25,100,3.1,1,28,18,146,0,0,4,6.4,55.1,66.8,11,2,14.7,0,0,0,2,1,0,0,19,8,78,0,0,2,6,6,7,0,5,243,34.7,0,1,1,0,3,9,3,0,26,14,29:16:00,17,5,7,2,53,280,4.1,1,27,112,3.2,1,22,13,168,0,0,5.9,11.2,52.9,73.9,11,3,29.3,0,0,0,1,1,0,0,6,8,91,1,1,3,9,3,8,0,4,204,40.9,1,0,-1,29.3,0,3,-1,1,25.5,24.3,8.6,88.1,0,-4,1,-1,31.5,10,12.2,3,2,2,0,0,1,1,0,0,0,0,0,2,2,0,2,19,2,34,0,0,4,3,2,0,0,1,0,0,0,0,0,0,3,2,0,1,6,2,67,0,0,41,13,3,9,4,2,1,0,0,0,0,0,12,0,22,0,0,0,0,0,47,16,2,5,1,1,0,0,0,0,0,0,6,0,41,0,0,0,0,0,TRUE,Broncos,Sunday,31,26,993001382,0,0,10,14,2019-10-27T00:00:00,2019-10-27T13:00:00,17100,10,14,17100
201910811,2019-10-27T13:00:00,1,2019,8,DET,NYG,HOME,27,23,57,Ford Field,Artificial,51,42,9,43.2,-5.3,14,3,7,7,0,26,11,29:13:00,15,2,11,1,54,330,4.7,3,22,52,1.9,0,28,22,278,2,1,7.7,11.1,68.8,111,12,6,50.3,0,0,0,1,1,0,0,15,5,66,1,1,3,23,5,4,0,2,78,38.8,2,1,-1,0,13,6,7,0,26,41,30:47:00,21,4,13,3,60,326,4.2,3,21,70,2.6,0,36,25,255,3,0,5.5,8.1,60.2,106.6,11,5,51.4,2,0,0,2,2,0,0,11,4,39,1,1,2,28,5,5,0,2,119,39.6,1,2,1,88.1,0,0,-2,-1,18.3,12,11.1,58.8,0,0,2,1,24.7,14.7,5.3,5,2,0,0,0,3,3,0,0,0,0,0,2,1,0,1,3,0,0,0,0,4,3,3,0,0,2,2,0,2,0,0,0,0,0,0,1,2,5,108,1,8,49,9,2,28,5,2,1,11,1,0,0,0,3,0,0,0,0,0,0,0,40,11,3,23,1,1,1,0,0,0,0,0,2,0,26,0,0,0,0,0,TRUE,Lions,Sunday,32,39,993001385,0,0,11,23,2019-10-27T00:00:00,2019-10-27T13:00:00,17093,11,23,17093
201910816,2019-10-27T20:20:00,1,2019,8,GB,KC,AWAY,27,21,55,Arrowhead Stadium,Grass,41,36,9,42.3,-4.4,14,0,3,14,0,29,11,33:13:00,19,4,13,1,56,329,4.5,3,23,104,3.5,1,29,20,226,2,0,6.1,8.6,61.4,108.2,11,6,54.2,0,0,0,3,2,0,0,0,3,22,0,0,4,43,5,3,0,2,93,31.1,0,1,1,0,17,0,7,0,23,41,26:47:00,19,3,14,1,51,297,4.5,2,18,78,3.4,1,32,21,219,2,0,5.4,8.1,58.8,92.5,9,5,48,0,0,0,2,1,0,0,16,2,26,1,1,2,16,11,3,0,2,136,45.2,1,0,-1,66.1,0,-4,0,-3,17.6,16.2,13.2,44,0,4,0,2,13.6,27.8,4.1,5,3,2,0,0,3,3,0,0,0,0,0,1,1,0,0,0,2,42,0,0,4,3,2,0,0,2,2,0,0,0,0,0,2,1,0,1,16,3,84,0,0,39,6,2,16,3,1,1,0,0,0,0,0,0,0,17,0,0,0,0,0,34,16,4,43,1,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,TRUE,Packers,Sunday,33,33,993001406,0,0,12,16,2019-10-27T00:00:00,2019-10-27T20:20:00,17102,12,16,17102
201910813,2019-10-27T16:25:00,1,2019,8,HOU,LV,HOME,24,21,51,NRG Stadium,Artificial,56,50,5,45.8,-4,7,3,3,14,0,31,47,35:53:00,26,5,15,4,65,342,4,2,28,115,3.2,0,34,24,227,2,0,5.1,7.5,61,99.5,12,5,37.8,1,1,88.1,4,2,0,0,28,5,44,0,0,2,19,1,4,0,3,182,45.6,0,0,0,7,7,7,3,0,21,5,24:07:00,13,4,8,0,47,333,5.5,2,20,82,3.1,0,26,16,251,2,0,7.4,13.9,52.9,110.1,11,4,36.7,0,0,0,1,1,0,0,2,9,88,0,0,0,0,3,5,0,5,257,42.9,0,0,0,52.9,0,-3,-2,-3,19.1,2.6,7.1,88.1,0,2,2,2,19.3,7.4,0,5,5,4,0,0,2,2,0,0,0,0,0,2,2,0,3,28,1,19,0,0,4,3,3,0,0,2,2,0,0,0,0,0,1,1,0,2,2,1,16,0,0,28,22,0,0,6,0,0,0,0,0,0,0,12,0,19,0,0,0,0,0,50,11,2,19,4,1,0,0,0,0,0,0,2,0,16,0,0,0,0,0,TRUE,Texans,Sunday,37,26,993001403,0,0,13,25,2019-10-27T00:00:00,2019-10-27T16:25:00,17098,13,25,17098
201910814,2019-10-27T13:00:00,1,2019,8,IND,DEN,HOME,13,11,28,Lucas Oil Stadium,Artificial,55,42,5,37,-4.8,0,3,9,3,0,26,14,29:16:00,17,5,7,2,53,280,4.1,1,27,112,3.2,1,22,13,168,0,0,5.9,11.2,52.9,73.9,11,3,29.3,0,0,0,1,1,0,0,6,8,91,1,1,3,9,3,8,0,4,204,40.9,1,0,-1,0,6,7,0,0,26,39,30:44:00,19,5,6,5,56,246,3.4,1,25,100,3.1,1,28,18,146,0,0,4,6.4,55.1,66.8,11,2,14.7,0,0,0,2,1,0,0,19,8,78,0,0,2,6,6,7,0,5,243,34.7,0,1,1,88.1,0,-4,1,-1,31.5,10,13.8,29.3,0,3,-1,1,25.5,24.3,6.7,4,3,2,0,0,1,0,0,0,0,0,0,3,2,0,1,6,2,67,0,0,3,2,2,0,0,1,1,0,0,0,0,0,2,2,0,2,19,2,34,0,0,47,16,2,5,1,1,0,0,0,0,0,0,6,0,41,0,0,0,0,0,41,13,3,9,4,2,1,0,0,0,0,0,12,0,22,0,0,0,0,0,TRUE,Colts,Sunday,26,31,993001383,0,0,14,10,2019-10-27T00:00:00,2019-10-27T13:00:00,17100,14,10,17100
201910815,2019-10-27T13:00:00,1,2019,8,JAX,NYJ,HOME,26,13,44,TIAA Bank Field,Grass,74,88,7,35.2,-6.2,13,6,3,7,0,29,19,33:21:00,19,3,11,3,62,343,4.3,2,30,98,2.6,0,30,19,245,2,0,6.4,11.1,57,105.3,15,6,41.5,1,0,0,3,2,0,0,44,7,62,1,1,2,1,11,7,0,3,135,33.7,1,2,2,7,0,0,8,0,23,34,26:39:00,13,2,9,2,46,188,3.2,2,12,41,2.6,0,26,19,147,2,2,4.3,6.2,61.7,58.4,7,2,19.6,2,1,44,1,1,0,0,0,8,73,0,0,6,45,5,7,0,4,217,43.3,2,1,-2,44,0,5,0,5,56.6,30.1,5.6,88.1,0,-6,0,-5,23.3,14.7,18.6,5,5,4,0,0,2,2,0,0,0,0,0,2,2,0,4,22,2,43,2,22,2,2,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,27,0,0,26,21,6,45,2,1,0,0,0,0,0,0,21,0,22,0,0,0,0,0,45,18,2,1,3,2,1,0,0,0,0,0,0,0,19,0,0,0,0,0,TRUE,Jaguars,Sunday,32,33,993001391,0,0,15,24,2019-10-27T00:00:00,2019-10-27T13:00:00,17097,15,24,17097
201910816,2019-10-27T20:20:00,1,2019,8,KC,GB,HOME,21,27,55,Arrowhead Stadium,Grass,41,36,9,42.3,3.9,0,17,0,7,0,23,41,26:47:00,19,3,14,1,51,297,4.5,2,18,78,3.4,1,32,21,219,2,0,5.4,8.1,58.8,92.5,9,5,48,0,0,0,2,1,0,0,16,2,26,1,1,2,16,11,3,0,2,136,45.2,1,0,-1,14,0,3,14,0,29,11,33:13:00,19,4,13,1,56,329,4.5,3,23,104,3.5,1,29,20,226,2,0,6.1,8.6,61.4,108.2,11,6,54.2,0,0,0,3,2,0,0,0,3,22,0,0,4,43,5,3,0,2,93,31.1,0,1,1,44,0,4,0,2,13.6,27.8,5.3,66.1,0,-4,0,-3,17.6,16.2,11.6,4,3,2,0,0,2,2,0,0,0,0,0,2,1,0,1,16,3,84,0,0,5,3,2,0,0,3,3,0,0,0,0,0,1,1,0,0,0,2,42,0,0,34,16,4,43,1,0,0,0,0,0,0,0,16,0,24,0,0,0,0,0,39,6,2,16,3,1,1,0,0,0,0,0,0,0,17,0,0,0,0,0,TRUE,Chiefs,Sunday,33,33,993001407,0,0,16,12,2019-10-27T00:00:00,2019-10-27T20:20:00,17102,16,12,17102
201910806,2019-10-27T13:00:00,1,2019,8,LAC,CHI,AWAY,15,14,33,Soldier Field,Grass,50,41,7,36.1,2.7,0,7,3,7,0,19,0,22:00,9,2,6,1,37,204,4.3,2,11,32,2.3,1,26,17,172,1,1,5.2,8,57.7,72.1,8,2,17.6,0,0,0,3,2,0,0,34,6,47,0,0,1,5,3,5,0,4,237,47.4,1,2,1,0,9,7,0,0,33,0,38:00:00,23,11,7,4,68,342,3.9,1,33,143,3.3,1,31,20,199,0,1,5,7.6,57.9,63.3,12,4,31.5,1,1,88.1,4,1,0,0,70,4,37,1,1,3,24,5,2,0,2,108,36.1,2,1,-1,44,0,-2,3,2,13.9,8,3.3,17.6,0,2,-4,-3,14.7,17.6,8,3,2,0,0,0,2,2,0,0,0,0,0,2,1,0,1,0,1,18,1,33,3,3,2,0,0,1,1,0,0,0,0,0,4,2,0,4,44,3,96,1,26,59,6,2,11,6,0,1,2,0,0,0,0,0,0,18,0,0,0,0,0,25,11,1,5,3,0,0,0,0,0,0,0,21,0,26,0,0,0,0,0,TRUE,Chargers,Sunday,26,34,993001386,0,0,29,6,2019-10-27T00:00:00,2019-10-27T13:00:00,17092,29,6,17092
